,data size,granules number,relation type,ksi,accuracy
598,10000,100,e,0.5,0.5661
599,10000,100,e,0.55,0.5196
600,10000,100,e,0.6,0.5067
601,10000,100,e,0.65,0.5182
602,10000,100,e,0.7,0.5169
603,10000,100,e,0.75,0.5284
604,10000,100,e,0.8,0.5777
605,10000,100,e,0.85,0.5169
606,10000,100,e,0.9,0.5284
607,10000,100,e,0.95,0.4894
608,10000,100,g,0.05,0.5497
609,10000,100,g,0.1,0.5256
610,10000,100,g,0.15,0.5497
611,10000,100,g,0.2,0.5456
612,10000,100,g,0.25,0.511
613,10000,100,g,0.3,0.5282
614,10000,100,g,0.35,0.5196
615,10000,100,g,0.4,0.5182
616,10000,100,g,0.45,0.5284
617,10000,100,g,0.5,0.5169
618,10000,100,g,0.55,0.4253
619,10000,100,g,0.6,0.5299
620,10000,100,g,0.65,0.524
621,10000,100,g,0.7,0.5556
622,10000,100,g,0.75,0.5125
623,10000,100,g,0.8,0.5125
624,10000,100,g,0.85,0.5309
625,10000,100,g,0.9,0.5425
626,10000,100,g,0.95,0.463
627,10000,200,t,0.05,0.5187
628,10000,200,t,0.1,0.4892
629,10000,200,t,0.15,0.4305
630,10000,200,t,0.2,0.5317
631,10000,200,t,0.25,0.4533
632,10000,200,t,0.3,0.4533
633,10000,200,t,0.35,0.5375
634,10000,200,t,0.4,0.5205
635,10000,200,t,0.45,0.5375
636,10000,200,t,0.5,0.598
637,10000,200,t,0.55,0.5269
638,10000,200,t,0.6,0.5188
639,10000,200,t,0.65,0.5369
640,10000,200,t,0.7,0.5464
641,10000,200,t,0.75,0.4835
642,10000,200,t,0.8,0.5408
643,10000,200,t,0.85,0.514
644,10000,200,t,0.9,0.5495
645,10000,200,t,0.95,0.5188
646,10000,200,e,0.05,0.5187
647,10000,200,e,0.1,0.4892
648,10000,200,e,0.15,0.4533
649,10000,200,e,0.2,0.5317
650,10000,200,e,0.25,0.4533
651,10000,200,e,0.3,0.5375
652,10000,200,e,0.35,0.5375
653,10000,200,e,0.4,0.5103
654,10000,200,e,0.45,0.5844
655,10000,200,e,0.5,0.525
656,10000,200,e,0.55,0.5437
657,10000,200,e,0.6,0.5195
658,10000,200,e,0.65,0.5493
659,10000,200,e,0.7,0.5299
660,10000,200,e,0.75,0.4765
661,10000,200,e,0.8,0.6143
662,10000,200,e,0.85,0.521
663,10000,200,e,0.9,0.6012
664,10000,200,e,0.95,0.4809
665,10000,200,g,0.05,0.4533
666,10000,200,g,0.1,0.5165
667,10000,200,g,0.15,0.4591
668,10000,200,g,0.2,0.5534
669,10000,200,g,0.25,0.4835
670,10000,200,g,0.3,0.514
671,10000,200,g,0.35,0.5195
672,10000,200,g,0.4,0.5085
673,10000,200,g,0.45,0.5406
674,10000,200,g,0.5,0.5253
675,10000,200,g,0.55,0.5809
676,10000,200,g,0.6,0.5138
677,10000,200,g,0.65,0.5247
678,10000,200,g,0.7,0.5478
679,10000,200,g,0.75,0.4694
680,10000,200,g,0.8,0.5637
681,10000,200,g,0.85,0.5206
682,10000,200,g,0.9,0.5316
683,10000,200,g,0.95,0.6729
684,20000,50,t,0.05,0.44445
685,20000,50,t,0.1,0.50995
686,20000,50,t,0.15,0.5274
687,20000,50,t,0.2,0.5426
688,20000,50,t,0.25,0.535
689,20000,50,t,0.3,0.5538
690,20000,50,t,0.35,0.5538
691,20000,50,t,0.4,0.59705
692,20000,50,t,0.45,0.5538
693,20000,50,t,0.5,0.50995
694,20000,50,t,0.55,0.47
695,20000,50,t,0.6,0.47
696,20000,50,t,0.65,0.47
697,20000,50,t,0.7,0.47
698,20000,50,t,0.75,0.59705
699,20000,50,t,0.8,0.59705
700,20000,50,t,0.85,0.59705
701,20000,50,t,0.9,0.59705
702,20000,50,t,0.95,0.59705
703,20000,50,e,0.05,0.44445
704,20000,50,e,0.1,0.50995
705,20000,50,e,0.15,0.5274
706,20000,50,e,0.2,0.535
707,20000,50,e,0.25,0.5538
708,20000,50,e,0.3,0.5538
709,20000,50,e,0.35,0.5538
710,20000,50,e,0.4,0.50995
711,20000,50,e,0.45,0.47
712,20000,50,e,0.5,0.47
713,20000,50,e,0.55,0.59705
714,20000,50,e,0.6,0.59705
715,20000,50,e,0.65,0.59705
716,20000,50,e,0.7,0.5426
717,20000,50,e,0.75,0.46645
718,20000,50,e,0.8,0.4579
719,20000,50,e,0.85,0.4161
720,20000,50,e,0.9,0.5717
721,20000,50,e,0.95,0.53235
722,20000,50,g,0.05,0.5538
723,20000,50,g,0.1,0.5538
724,20000,50,g,0.15,0.47
725,20000,50,g,0.2,0.47
726,20000,50,g,0.25,0.59705
727,20000,50,g,0.3,0.59705
728,20000,50,g,0.35,0.59705
729,20000,50,g,0.4,0.59705
730,20000,50,g,0.45,0.59705
731,20000,50,g,0.5,0.5426
732,20000,50,g,0.55,0.47265
733,20000,50,g,0.6,0.46645
734,20000,50,g,0.65,0.4161
735,20000,50,g,0.7,0.4579
736,20000,50,g,0.75,0.4579
737,20000,50,g,0.8,0.36115
738,20000,50,g,0.85,0.4361
739,20000,50,g,0.9,0.47265
740,20000,50,g,0.95,0.51825
741,20000,100,t,0.05,0.4887
742,20000,100,t,0.1,0.5516
743,20000,100,t,0.15,0.4504
744,20000,100,t,0.2,0.60115
745,20000,100,t,0.25,0.6103
746,20000,100,t,0.3,0.43435
747,20000,100,t,0.35,0.43435
748,20000,100,t,0.4,0.4418
749,20000,100,t,0.45,0.46205
750,20000,100,t,0.5,0.53355
751,20000,100,t,0.55,0.47885
752,20000,100,t,0.6,0.55445
753,20000,100,t,0.65,0.5133
754,20000,100,t,0.7,0.43435
755,20000,100,t,0.75,0.6159
756,20000,100,t,0.8,0.6067
757,20000,100,t,0.85,0.4418
758,20000,100,t,0.9,0.43435
759,20000,100,t,0.95,0.5103
760,20000,100,e,0.05,0.4887
761,20000,100,e,0.1,0.5516
762,20000,100,e,0.15,0.4504
763,20000,100,e,0.2,0.46205
764,20000,100,e,0.25,0.46205
765,20000,100,e,0.3,0.43435
766,20000,100,e,0.35,0.4418
767,20000,100,e,0.4,0.53355
768,20000,100,e,0.45,0.55445
769,20000,100,e,0.5,0.4418
770,20000,100,e,0.55,0.6067
771,20000,100,e,0.6,0.43435
772,20000,100,e,0.65,0.5334
773,20000,100,e,0.7,0.44495
774,20000,100,e,0.75,0.5133
775,20000,100,e,0.8,0.5389
776,20000,100,e,0.85,0.5133
777,20000,100,e,0.9,0.44595
778,20000,100,e,0.95,0.7386
779,20000,100,g,0.05,0.43435
780,20000,100,g,0.1,0.46205
781,20000,100,g,0.15,0.55525
782,20000,100,g,0.2,0.5133
783,20000,100,g,0.25,0.7056
784,20000,100,g,0.3,0.4418
785,20000,100,g,0.35,0.5103
786,20000,100,g,0.4,0.43435
